law_id,act_name,violation_type,evidence,gap_amount,gap_percentage,severity,applicable_rule,state_affected,worker_id,industry,education,gender
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",27.0,0.33333333333333337,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Odisha,6334,Small Manufacturing,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16812 vs state minimum ₹19500,2688.0,13.784615384615384,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6335,Manufacturing,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 78.3% of male average,4657.632458966098,21.69404840938946,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6335,Manufacturing,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17859 vs state minimum ₹21600,3741.0,17.319444444444446,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,6336,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16201 vs state minimum ₹19500,3299.0,16.91794871794872,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6338,Retail,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 75.5% of male average,5268.632458966098,24.539928520135536,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6338,Retail,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13724 vs state minimum ₹19500,5776.0,29.620512820512822,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6339,IT Services,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 63.9% of male average,7745.632458966098,36.077154435549666,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6339,IT Services,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12347 vs state minimum ₹22500,10153.0,45.12444444444444,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,6340,Leather,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18085 vs state minimum ₹20400,2315.0,11.348039215686274,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6341,Manufacturing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15212 vs state minimum ₹20400,5188.0,25.43137254901961,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6343,Retail,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 70.9% of male average,6257.632458966098,29.14643495144138,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6343,Retail,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",988.0,6.098765432098766,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,6343,Retail,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19708 vs state minimum ₹20400,692.0,3.392156862745098,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6345,Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10425 vs state minimum ₹20400,9975.0,48.89705882352941,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6347,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14526 vs state minimum ₹20400,5874.0,28.794117647058826,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6349,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 67.7% of male average,6943.632458966098,32.34164568134614,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,6349,Agriculture,10th Pass,Female
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 71.1% of agricultural average,2838.7149563318744,16.347604688418823,HIGH,State Agricultural Laborers Act (varies by state),Haryana,6349,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18061 vs state minimum ₹19500,1439.0,7.379487179487179,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,6354,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13818 vs state minimum ₹19500,5682.0,29.13846153846154,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,6355,Food Processing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.4% of male average,7651.632458966098,35.63932672620411,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,6355,Food Processing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18085 vs state minimum ₹19500,1415.0,7.256410256410256,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,6358,Agriculture,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 84.2% of male average,3384.632458966098,15.764743366869402,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,6358,Agriculture,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17140 vs state minimum ₹18000,860.0,4.777777777777778,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6359,Manufacturing,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.8% of male average,4329.632458966098,20.166309168268818,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,6359,Manufacturing,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18502 vs state minimum ₹19500,998.0,5.1179487179487175,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6361,Machinery,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹8842 vs state minimum ₹20400,11558.0,56.65686274509804,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6362,Construction,5th Pass,Male
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 44.3% of construction average,8139.525546305933,47.93165092329741,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Maharashtra,6362,Construction,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18084 vs state minimum ₹20400,2316.0,11.352941176470587,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6365,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18945 vs state minimum ₹20400,1455.0,7.13235294117647,HIGH,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,6366,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13526 vs state minimum ₹20400,6874.0,33.69607843137255,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6367,IT Services,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 63.0% of male average,7943.632458966098,36.99938727012859,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6367,IT Services,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19095 vs state minimum ₹19500,405.0,2.076923076923077,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6370,Machinery,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16856 vs state minimum ₹21600,4744.0,21.962962962962962,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,6371,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19334 vs state minimum ₹20400,1066.0,5.2254901960784315,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6374,Retail,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15189 vs state minimum ₹21600,6411.0,29.680555555555554,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,6375,Food Processing,12th Pass,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1011.0,6.2407407407407405,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Karnataka,6375,Food Processing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18480 vs state minimum ₹20400,1920.0,9.411764705882353,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6377,Silk,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 86.1% of male average,2989.632458966098,13.924935439300334,HIGH,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6377,Silk,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11974 vs state minimum ₹19500,7526.0,38.59487179487179,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6378,IT Services,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.8% of male average,9495.632458966098,44.22820221591895,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6378,IT Services,10th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",626.0,4.968253968253968,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,6378,IT Services,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17457 vs state minimum ₹18000,543.0,3.0166666666666666,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6379,Leather,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16263 vs state minimum ₹18000,1737.0,9.65,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6382,Textiles,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 75.7% of male average,5206.632458966098,24.251148541631025,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,6382,Textiles,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9136 vs state minimum ₹19500,10364.0,53.14871794871795,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6384,IT Services,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12910 vs state minimum ₹19500,6590.0,33.794871794871796,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6386,IT Services,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 60.1% of male average,8559.632458966098,39.86855608881858,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6386,IT Services,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9316 vs state minimum ₹18000,8684.0,48.24444444444445,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,6388,Leather,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 43.4% of male average,12153.632458966098,56.6084793589027,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Madhya Pradesh,6388,Leather,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14278 vs state minimum ₹20400,6122.0,30.00980392156863,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6389,Silk,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12451 vs state minimum ₹18000,5549.0,30.827777777777776,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6391,Retail,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹5892 vs state minimum ₹20400,14508.0,71.11764705882354,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6393,Textiles,Illiterate,Male
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",408.0,6.476190476190475,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,6393,Textiles,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17082 vs state minimum ₹20400,3318.0,16.264705882352942,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6396,Leather,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.6% of male average,4387.632458966098,20.4364581804182,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6396,Leather,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13332 vs state minimum ₹20400,7068.0,34.64705882352941,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6398,Chemicals,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 62.1% of male average,8137.632458966098,37.90298913835238,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6398,Chemicals,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10877 vs state minimum ₹19500,8623.0,44.220512820512816,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6399,Metals,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14483 vs state minimum ₹21600,7117.0,32.949074074074076,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,6402,Food Processing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13024 vs state minimum ₹21600,8576.0,39.7037037037037,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,6406,Small Manufacturing,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14779 vs state minimum ₹19500,4721.0,24.210256410256413,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6407,Agriculture,10th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 72.3% of agricultural average,2585.7149563318744,14.890627129983603,HIGH,State Agricultural Laborers Act (varies by state),Uttar Pradesh,6407,Agriculture,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15083 vs state minimum ₹21600,6517.0,30.171296296296298,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,6409,Small Manufacturing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18402 vs state minimum ₹19500,1098.0,5.630769230769231,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,6410,Food Processing,Diploma,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 85.7% of male average,3067.632458966098,14.288239283225366,HIGH,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,6410,Food Processing,Diploma,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",1398.0,7.0606060606060606,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Rajasthan,6410,Food Processing,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17003 vs state minimum ₹20400,3397.0,16.651960784313726,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6411,Metals,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.2% of male average,4466.632458966098,20.80441976593201,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6411,Metals,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18188 vs state minimum ₹19500,1312.0,6.728205128205128,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6412,Retail,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11503 vs state minimum ₹18000,6497.0,36.09444444444445,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Madhya Pradesh,6413,Metals,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19048 vs state minimum ₹19500,452.0,2.317948717948718,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6414,IT Services,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13942 vs state minimum ₹17800,3858.0,21.674157303370787,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Jharkhand,6415,Metals,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.9% of male average,7527.632458966098,35.06176676919509,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Jharkhand,6415,Metals,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18271 vs state minimum ₹18500,229.0,1.2378378378378379,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Punjab,6416,Leather,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 85.1% of male average,3198.632458966098,14.898403431355867,HIGH,"Section 5 of Equal Remuneration Act, 1976",Punjab,6416,Leather,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18881 vs state minimum ₹19500,619.0,3.174358974358974,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6418,IT Services,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15182 vs state minimum ₹19500,4318.0,22.143589743589747,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6420,Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 70.7% of male average,6287.632458966098,29.286167199104852,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6420,Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10059 vs state minimum ₹17500,7441.0,42.52,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Odisha,6422,Agriculture,5th Pass,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 49.2% of agricultural average,7305.714956331874,42.07218474189763,HIGH,State Agricultural Laborers Act (varies by state),Odisha,6422,Agriculture,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11636 vs state minimum ₹22500,10864.0,48.284444444444446,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,6423,Food Processing,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9981 vs state minimum ₹18000,8019.0,44.55,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6424,Retail,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11909 vs state minimum ₹19500,7591.0,38.92820512820513,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Rajasthan,6425,Construction,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.5% of male average,9560.632458966098,44.53095541918981,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Rajasthan,6425,Construction,Illiterate,Female
5,"Building and Other Construction Workers Act, 1996",Construction Wage Standard Violation,Construction worker earning 59.6% of construction average,5072.525546305933,29.87084718904646,HIGH,"Section 20-22 of Building & Construction Workers Act, 1996",Rajasthan,6425,Construction,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16035 vs state minimum ₹21600,5565.0,25.763888888888886,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,6426,IT Services,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 74.7% of male average,5434.632458966098,25.313113623873424,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Karnataka,6426,IT Services,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",165.0,1.0185185185185186,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Karnataka,6426,IT Services,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18059 vs state minimum ₹22500,4441.0,19.73777777777778,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,6429,Retail,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹9216 vs state minimum ₹22500,13284.0,59.040000000000006,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Chhattisgarh,6430,Small Manufacturing,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 42.9% of male average,12253.632458966098,57.074253517780946,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Chhattisgarh,6430,Small Manufacturing,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹21205 vs state minimum ₹21600,395.0,1.8287037037037035,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Karnataka,6431,Agriculture,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹15843 vs state minimum ₹20400,4557.0,22.33823529411765,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6434,Silk,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14030 vs state minimum ₹20400,6370.0,31.225490196078432,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6435,Retail,12th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 65.3% of male average,7439.632458966098,34.65188550938223,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6435,Retail,12th Pass,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",2170.0,13.39506172839506,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Maharashtra,6435,Retail,12th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14844 vs state minimum ₹19500,4656.0,23.876923076923077,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6436,Small Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 69.1% of male average,6625.632458966098,30.86048385611332,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6436,Small Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹20062 vs state minimum ₹20400,338.0,1.656862745098039,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6437,Manufacturing,12th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16936 vs state minimum ₹19500,2564.0,13.14871794871795,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6440,Chemicals,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹17072 vs state minimum ₹18500,1428.0,7.718918918918918,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Punjab,6442,Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 79.5% of male average,4397.632458966098,20.483035596306024,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Punjab,6442,Manufacturing,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹18761 vs state minimum ₹21600,2839.0,13.143518518518519,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Gujarat,6444,Textiles,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19924 vs state minimum ₹20400,476.0,2.3333333333333335,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6448,Leather,10th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹7247 vs state minimum ₹19500,12253.0,62.83589743589744,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Telangana,6449,Agriculture,Illiterate,Male
10,Agricultural Laborers Act (State-wise),Agricultural Wage Standard Violation,Agricultural worker earning 35.5% of agricultural average,10117.714956331874,58.26594321747014,HIGH,State Agricultural Laborers Act (varies by state),Telangana,6449,Agriculture,Illiterate,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹19329 vs state minimum ₹19500,171.0,0.8769230769230769,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6451,Manufacturing,Diploma,Female
7,"Industrial Disputes Act, 1947",Weak Collective Bargaining / Union Protection,"Worker earning below fair wage threshold, no union protection",471.0,2.378787878787879,MEDIUM,"Section 2A-2B of Industrial Disputes Act, 1947",Uttar Pradesh,6451,Manufacturing,Diploma,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹14411 vs state minimum ₹20400,5989.0,29.357843137254903,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Haryana,6452,Leather,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 67.1% of male average,7058.632458966098,32.87728596405612,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Haryana,6452,Leather,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹10610 vs state minimum ₹20400,9790.0,47.990196078431374,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",West Bengal,6454,Mining,5th Pass,Male
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹12794 vs state minimum ₹18000,5206.0,28.92222222222222,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Tamil Nadu,6455,Small Manufacturing,5th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 59.6% of male average,8675.632458966098,40.40885411311734,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Tamil Nadu,6455,Small Manufacturing,5th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹13839 vs state minimum ₹20400,6561.0,32.16176470588235,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Maharashtra,6460,Leather,Illiterate,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 64.5% of male average,7630.632458966098,35.54151415283968,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Maharashtra,6460,Leather,Illiterate,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹16877 vs state minimum ₹19500,2623.0,13.451282051282051,HIGH,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6463,Retail,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 78.6% of male average,4592.632458966098,21.391295206118603,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6463,Retail,10th Pass,Female
1,"Minimum Wages Act, 1948",Below Minimum Wage,Earning ₹11802 vs state minimum ₹19500,7698.0,39.47692307692308,CRITICAL,"Section 3-5 of Minimum Wages Act, 1948",Uttar Pradesh,6464,Manufacturing,10th Pass,Female
2,"Equal Remuneration Act, 1976",Gender Wage Discrimination,Female earning 55.0% of male average,9667.632458966098,45.029333769189535,CRITICAL,"Section 5 of Equal Remuneration Act, 1976",Uttar Pradesh,6464,Manufacturing,10th Pass,Female
