worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,wage_gap,gap_percentage,is_underpaid,fair_wage_estimate,fair_wage_gap,fair_wage_gap_pct
6175,Karnataka,Agriculture,Male,Illiterate,2,7320,21600,14280,66.11,True,7000,-320,-4.57
6176,Punjab,Manufacturing,Female,Post-Graduate,20,49148,18500,-30648,-165.66,False,45000,-4148,-9.22
6177,Tamil Nadu,Metals,Male,12th Pass,6,22662,18000,-4662,-25.9,False,18000,-4662,-25.9
6178,Uttar Pradesh,Manufacturing,Male,Diploma,28,24794,19500,-5294,-27.15,False,22000,-2794,-12.7
6179,Chhattisgarh,Chemicals,Male,Illiterate,13,10833,22500,11667,51.85,True,7000,-3833,-54.76
6180,Jharkhand,Machinery,Female,Post-Graduate,14,43826,17800,-26026,-146.21,False,45000,1174,2.61
6181,Haryana,Small Manufacturing,Female,10th Pass,0,10786,20400,9614,47.13,True,14000,3214,22.96
6182,Gujarat,Manufacturing,Female,Graduate,20,37466,21600,-15866,-73.45,False,32000,-5466,-17.08
6183,Tamil Nadu,Retail,Female,12th Pass,28,21538,18000,-3538,-19.66,False,18000,-3538,-19.66
6184,Odisha,Retail,Male,Illiterate,6,7756,17500,9744,55.68,True,7000,-756,-10.8
6185,Uttar Pradesh,Retail,Male,5th Pass,13,13600,19500,5900,30.26,True,9000,-4600,-51.11
6186,Uttar Pradesh,Agriculture,Male,12th Pass,9,20269,19500,-769,-3.94,False,18000,-2269,-12.61
6187,Telangana,Small Manufacturing,Female,12th Pass,28,24543,19500,-5043,-25.86,False,18000,-6543,-36.35
6188,Gujarat,Agriculture,Male,10th Pass,2,15413,21600,6187,28.64,True,14000,-1413,-10.09
6189,Uttar Pradesh,Retail,Male,12th Pass,26,23790,19500,-4290,-22.0,False,18000,-5790,-32.17
6190,Uttar Pradesh,Small Manufacturing,Female,10th Pass,32,16198,19500,3302,16.93,True,14000,-2198,-15.7
6191,Maharashtra,Silk,Female,12th Pass,27,23903,20400,-3503,-17.17,False,18000,-5903,-32.79
6192,Maharashtra,IT Services,Male,12th Pass,10,17450,20400,2950,14.46,True,18000,550,3.06
6193,Uttar Pradesh,Chemicals,Male,10th Pass,4,17289,19500,2211,11.34,True,14000,-3289,-23.49
6194,Maharashtra,IT Services,Male,Diploma,17,30293,20400,-9893,-48.5,False,22000,-8293,-37.7
6195,Tamil Nadu,Manufacturing,Male,10th Pass,0,11207,18000,6793,37.74,True,14000,2793,19.95
6196,Rajasthan,Food Processing,Female,Diploma,12,24303,19500,-4803,-24.63,False,22000,-2303,-10.47
6197,Chhattisgarh,Agriculture,Female,12th Pass,18,17104,22500,5396,23.98,True,18000,896,4.98
6198,West Bengal,Agriculture,Male,10th Pass,4,14085,20400,6315,30.96,True,14000,-85,-0.61
6199,Haryana,Services,Male,Illiterate,21,15124,20400,5276,25.86,True,7000,-8124,-116.06
6200,Uttar Pradesh,Services,Female,10th Pass,34,22585,19500,-3085,-15.82,False,14000,-8585,-61.32
6201,Maharashtra,Food Processing,Male,Illiterate,9,9161,20400,11239,55.09,True,7000,-2161,-30.87
6202,Haryana,Food Processing,Male,Graduate,5,39445,20400,-19045,-93.36,False,32000,-7445,-23.27
6203,Madhya Pradesh,Leather,Male,12th Pass,22,24862,18000,-6862,-38.12,False,18000,-6862,-38.12
6204,Uttar Pradesh,Manufacturing,Male,12th Pass,19,22063,19500,-2563,-13.14,False,18000,-4063,-22.57
6205,Haryana,Construction,Female,12th Pass,20,20957,20400,-557,-2.73,False,18000,-2957,-16.43
6206,Maharashtra,Construction,Female,Illiterate,10,8220,20400,12180,59.71,True,7000,-1220,-17.43
6207,Maharashtra,Agriculture,Female,12th Pass,16,21021,20400,-621,-3.04,False,18000,-3021,-16.78
6208,Uttar Pradesh,Agriculture,Female,Diploma,0,17262,19500,2238,11.48,True,22000,4738,21.54
6209,Karnataka,Small Manufacturing,Male,12th Pass,26,26782,21600,-5182,-23.99,False,18000,-8782,-48.79
6210,Uttar Pradesh,Leather,Male,Graduate,17,31473,19500,-11973,-61.4,False,32000,527,1.65
6211,Uttar Pradesh,Chemicals,Male,Diploma,26,32643,19500,-13143,-67.4,False,22000,-10643,-48.38
6212,Haryana,Retail,Male,10th Pass,0,11605,20400,8795,43.11,True,14000,2395,17.11
6213,Maharashtra,IT Services,Female,Illiterate,25,9932,20400,10468,51.31,True,7000,-2932,-41.89
6214,Chhattisgarh,Retail,Male,10th Pass,26,24249,22500,-1749,-7.77,False,14000,-10249,-73.21
6215,Telangana,Leather,Male,10th Pass,8,19315,19500,185,0.95,True,14000,-5315,-37.96
6216,Punjab,Leather,Male,Illiterate,34,14864,18500,3636,19.65,True,7000,-7864,-112.34
6217,Haryana,Mining,Male,12th Pass,18,19469,20400,931,4.56,True,18000,-1469,-8.16
6218,Gujarat,Retail,Male,10th Pass,32,19359,21600,2241,10.38,True,14000,-5359,-38.28
6219,Madhya Pradesh,Manufacturing,Male,10th Pass,12,18969,18000,-969,-5.38,False,14000,-4969,-35.49
6220,Gujarat,Agriculture,Male,5th Pass,32,20420,21600,1180,5.46,True,9000,-11420,-126.89
6221,Haryana,Small Manufacturing,Female,12th Pass,7,15120,20400,5280,25.88,True,18000,2880,16.0
6222,Haryana,Agriculture,Male,10th Pass,16,18197,20400,2203,10.8,True,14000,-4197,-29.98
6223,Uttar Pradesh,IT Services,Male,10th Pass,22,18412,19500,1088,5.58,True,14000,-4412,-31.51
6224,Uttar Pradesh,Small Manufacturing,Female,5th Pass,21,11111,19500,8389,43.02,True,9000,-2111,-23.46
6225,Rajasthan,Construction,Female,Illiterate,19,10193,19500,9307,47.73,True,7000,-3193,-45.61
6226,Rajasthan,Agriculture,Female,Illiterate,0,6206,19500,13294,68.17,True,7000,794,11.34
6227,Maharashtra,Manufacturing,Female,Illiterate,29,11438,20400,8962,43.93,True,7000,-4438,-63.4
6228,Uttar Pradesh,Agriculture,Male,10th Pass,23,17575,19500,1925,9.87,True,14000,-3575,-25.54
6229,Tamil Nadu,Services,Male,5th Pass,13,11769,18000,6231,34.62,True,9000,-2769,-30.77
6230,Uttar Pradesh,Food Processing,Female,12th Pass,29,18620,19500,880,4.51,True,18000,-620,-3.44
6231,Tamil Nadu,Leather,Female,12th Pass,34,23382,18000,-5382,-29.9,False,18000,-5382,-29.9
6232,Tamil Nadu,Construction,Female,10th Pass,19,19732,18000,-1732,-9.62,False,14000,-5732,-40.94
6233,Uttar Pradesh,Leather,Male,Diploma,19,25383,19500,-5883,-30.17,False,22000,-3383,-15.38
6234,Maharashtra,Metals,Male,5th Pass,15,16096,20400,4304,21.1,True,9000,-7096,-78.84
6235,Maharashtra,Construction,Female,5th Pass,19,10821,20400,9579,46.96,True,9000,-1821,-20.23
6236,Punjab,Manufacturing,Female,12th Pass,33,23634,18500,-5134,-27.75,False,18000,-5634,-31.3
6237,Haryana,Small Manufacturing,Male,Graduate,21,35161,20400,-14761,-72.36,False,32000,-3161,-9.88
6238,Chhattisgarh,Manufacturing,Female,Post-Graduate,12,34800,22500,-12300,-54.67,False,45000,10200,22.67
6239,Tamil Nadu,IT Services,Male,Illiterate,17,12873,18000,5127,28.48,True,7000,-5873,-83.9
6240,Uttar Pradesh,Retail,Female,Post-Graduate,18,43658,19500,-24158,-123.89,False,45000,1342,2.98
6241,Maharashtra,Manufacturing,Female,12th Pass,14,19389,20400,1011,4.96,True,18000,-1389,-7.72
6242,Maharashtra,Leather,Male,12th Pass,1,19941,20400,459,2.25,True,18000,-1941,-10.78
6243,Tamil Nadu,Manufacturing,Female,12th Pass,19,18303,18000,-303,-1.68,False,18000,-303,-1.68
6244,Uttar Pradesh,Manufacturing,Male,12th Pass,11,23415,19500,-3915,-20.08,False,18000,-5415,-30.08
6245,Uttar Pradesh,IT Services,Male,5th Pass,32,17459,19500,2041,10.47,True,9000,-8459,-93.99
6246,Maharashtra,Chemicals,Female,Graduate,17,26950,20400,-6550,-32.11,False,32000,5050,15.78
6247,Maharashtra,Textiles,Male,Diploma,9,28024,20400,-7624,-37.37,False,22000,-6024,-27.38
6248,Uttar Pradesh,Mining,Male,12th Pass,3,20440,19500,-940,-4.82,False,18000,-2440,-13.56
6249,Karnataka,Construction,Female,10th Pass,26,16770,21600,4830,22.36,True,14000,-2770,-19.79
6250,West Bengal,Food Processing,Male,5th Pass,5,9459,20400,10941,53.63,True,9000,-459,-5.1
6251,West Bengal,Textiles,Male,12th Pass,34,29695,20400,-9295,-45.56,False,18000,-11695,-64.97
6252,Haryana,Agriculture,Male,Post-Graduate,7,39630,20400,-19230,-94.26,False,45000,5370,11.93
6253,Tamil Nadu,Textiles,Male,Illiterate,26,17267,18000,733,4.07,True,7000,-10267,-146.67
6254,Karnataka,Agriculture,Female,Diploma,32,21554,21600,46,0.21,True,22000,446,2.03
6255,Tamil Nadu,Mining,Female,Graduate,16,33690,18000,-15690,-87.17,False,32000,-1690,-5.28
6256,West Bengal,Small Manufacturing,Male,12th Pass,3,17953,20400,2447,12.0,True,18000,47,0.26
6257,Tamil Nadu,Agriculture,Male,Diploma,8,21984,18000,-3984,-22.13,False,22000,16,0.07
6258,Karnataka,Manufacturing,Female,Diploma,6,23906,21600,-2306,-10.68,False,22000,-1906,-8.66
6259,Odisha,Retail,Male,12th Pass,9,22065,17500,-4565,-26.09,False,18000,-4065,-22.58
6260,Telangana,Agriculture,Female,5th Pass,1,9165,19500,10335,53.0,True,9000,-165,-1.83
6261,Maharashtra,Chemicals,Male,12th Pass,6,18885,20400,1515,7.43,True,18000,-885,-4.92
6262,Karnataka,Construction,Female,10th Pass,25,17059,21600,4541,21.02,True,14000,-3059,-21.85
6263,Gujarat,Chemicals,Male,5th Pass,25,17629,21600,3971,18.38,True,9000,-8629,-95.88
6264,Rajasthan,Agriculture,Female,10th Pass,33,18633,19500,867,4.45,True,14000,-4633,-33.09
6265,Gujarat,Construction,Female,12th Pass,8,18667,21600,2933,13.58,True,18000,-667,-3.71
6266,Karnataka,Manufacturing,Male,5th Pass,13,11742,21600,9858,45.64,True,9000,-2742,-30.47
6267,West Bengal,Textiles,Male,Diploma,27,29694,20400,-9294,-45.56,False,22000,-7694,-34.97
6268,Tamil Nadu,Leather,Female,12th Pass,27,23995,18000,-5995,-33.31,False,18000,-5995,-33.31
6269,Odisha,Machinery,Female,Diploma,8,19750,17500,-2250,-12.86,False,22000,2250,10.23
6270,Telangana,Agriculture,Male,10th Pass,31,22984,19500,-3484,-17.87,False,14000,-8984,-64.17
6271,Maharashtra,Manufacturing,Male,10th Pass,0,11207,20400,9193,45.06,True,14000,2793,19.95
6272,Rajasthan,Manufacturing,Male,10th Pass,14,18453,19500,1047,5.37,True,14000,-4453,-31.81
6273,Tamil Nadu,Retail,Female,Graduate,30,37113,18000,-19113,-106.18,False,32000,-5113,-15.98
6274,Punjab,Agriculture,Male,5th Pass,9,11398,18500,7102,38.39,True,9000,-2398,-26.64
6275,Karnataka,IT Services,Male,5th Pass,17,13159,21600,8441,39.08,True,9000,-4159,-46.21
6276,Gujarat,Agriculture,Male,10th Pass,3,16281,21600,5319,24.62,True,14000,-2281,-16.29
6277,Maharashtra,Retail,Male,Diploma,16,24292,20400,-3892,-19.08,False,22000,-2292,-10.42
6278,Uttar Pradesh,Chemicals,Female,10th Pass,29,19823,19500,-323,-1.66,False,14000,-5823,-41.59
6279,Gujarat,Construction,Male,12th Pass,4,15735,21600,5865,27.15,True,18000,2265,12.58
6280,Odisha,Agriculture,Male,Diploma,18,32810,17500,-15310,-87.49,False,22000,-10810,-49.14
6281,Telangana,Textiles,Male,Illiterate,13,9237,19500,10263,52.63,True,7000,-2237,-31.96
6282,Maharashtra,IT Services,Male,5th Pass,12,10333,20400,10067,49.35,True,9000,-1333,-14.81
6283,Haryana,Retail,Female,Illiterate,5,8144,20400,12256,60.08,True,7000,-1144,-16.34
6284,Gujarat,Manufacturing,Female,5th Pass,23,13306,21600,8294,38.4,True,9000,-4306,-47.84
6285,Tamil Nadu,Manufacturing,Female,12th Pass,27,19612,18000,-1612,-8.96,False,18000,-1612,-8.96
6286,Uttar Pradesh,Construction,Male,10th Pass,28,25869,19500,-6369,-32.66,False,14000,-11869,-84.78
6287,Maharashtra,Silk,Female,10th Pass,24,15316,20400,5084,24.92,True,14000,-1316,-9.4
6288,Punjab,Retail,Male,10th Pass,8,13743,18500,4757,25.71,True,14000,257,1.84
6289,Jharkhand,Agriculture,Female,Graduate,34,33623,17800,-15823,-88.89,False,32000,-1623,-5.07
6290,Maharashtra,Manufacturing,Male,Illiterate,31,16188,20400,4212,20.65,True,7000,-9188,-131.26
6291,Uttar Pradesh,Construction,Male,10th Pass,30,20908,19500,-1408,-7.22,False,14000,-6908,-49.34
6292,Haryana,Machinery,Female,12th Pass,5,13426,20400,6974,34.19,True,18000,4574,25.41
6293,Uttar Pradesh,Agriculture,Female,Diploma,4,21128,19500,-1628,-8.35,False,22000,872,3.96
6294,Gujarat,IT Services,Male,10th Pass,4,17014,21600,4586,21.23,True,14000,-3014,-21.53
6295,Uttar Pradesh,Leather,Male,5th Pass,34,22246,19500,-2746,-14.08,False,9000,-13246,-147.18
6296,West Bengal,Small Manufacturing,Male,Diploma,16,26157,20400,-5757,-28.22,False,22000,-4157,-18.9
6297,Karnataka,IT Services,Female,Diploma,19,18945,21600,2655,12.29,True,22000,3055,13.89
6298,Jharkhand,Metals,Female,10th Pass,27,16377,17800,1423,7.99,True,14000,-2377,-16.98
6299,Gujarat,Chemicals,Female,Diploma,27,22874,21600,-1274,-5.9,False,22000,-874,-3.97
6300,Gujarat,IT Services,Male,5th Pass,26,18114,21600,3486,16.14,True,9000,-9114,-101.27
6301,Maharashtra,IT Services,Male,12th Pass,5,22537,20400,-2137,-10.48,False,18000,-4537,-25.21
6302,Madhya Pradesh,Textiles,Male,10th Pass,3,17649,18000,351,1.95,True,14000,-3649,-26.06
6303,Uttar Pradesh,Textiles,Male,12th Pass,20,25653,19500,-6153,-31.55,False,18000,-7653,-42.52
6304,West Bengal,Manufacturing,Male,12th Pass,2,15373,20400,5027,24.64,True,18000,2627,14.59
6305,West Bengal,Agriculture,Female,10th Pass,0,13519,20400,6881,33.73,True,14000,481,3.44
6306,Punjab,Construction,Male,10th Pass,9,14384,18500,4116,22.25,True,14000,-384,-2.74
6307,Karnataka,IT Services,Male,Illiterate,16,13815,21600,7785,36.04,True,7000,-6815,-97.36
6308,Telangana,Machinery,Male,10th Pass,17,19904,19500,-404,-2.07,False,14000,-5904,-42.17
6309,Odisha,Agriculture,Male,12th Pass,26,30296,17500,-12796,-73.12,False,18000,-12296,-68.31
6310,Jharkhand,Food Processing,Female,Illiterate,24,13402,17800,4398,24.71,True,7000,-6402,-91.46
6311,Punjab,Manufacturing,Male,Illiterate,6,8885,18500,9615,51.97,True,7000,-1885,-26.93
6312,Uttar Pradesh,IT Services,Female,12th Pass,7,18834,19500,666,3.42,True,18000,-834,-4.63
6313,Maharashtra,Leather,Male,5th Pass,0,9980,20400,10420,51.08,True,9000,-980,-10.89
6314,Haryana,IT Services,Male,12th Pass,25,27827,20400,-7427,-36.41,False,18000,-9827,-54.59
6315,Uttar Pradesh,Services,Male,10th Pass,22,17906,19500,1594,8.17,True,14000,-3906,-27.9
6316,Maharashtra,Textiles,Female,12th Pass,4,15551,20400,4849,23.77,True,18000,2449,13.61
6317,Tamil Nadu,Machinery,Male,10th Pass,13,18663,18000,-663,-3.68,False,14000,-4663,-33.31
6318,Karnataka,Silk,Female,Illiterate,2,5904,21600,15696,72.67,True,7000,1096,15.66
6319,Gujarat,Retail,Male,Graduate,29,37727,21600,-16127,-74.66,False,32000,-5727,-17.9
6320,Tamil Nadu,Services,Female,12th Pass,9,17587,18000,413,2.29,True,18000,413,2.29
6321,Karnataka,Agriculture,Male,5th Pass,14,13449,21600,8151,37.74,True,9000,-4449,-49.43
6322,Maharashtra,Chemicals,Female,5th Pass,0,6884,20400,13516,66.25,True,9000,2116,23.51
6323,Jharkhand,Textiles,Male,Illiterate,9,10501,17800,7299,41.01,True,7000,-3501,-50.01
6324,Jharkhand,IT Services,Female,12th Pass,31,24834,17800,-7034,-39.52,False,18000,-6834,-37.97
6325,Uttar Pradesh,Construction,Female,5th Pass,34,15574,19500,3926,20.13,True,9000,-6574,-73.04
6326,Karnataka,Metals,Female,5th Pass,21,11630,21600,9970,46.16,True,9000,-2630,-29.22
6327,Tamil Nadu,Manufacturing,Male,10th Pass,3,16086,18000,1914,10.63,True,14000,-2086,-14.9
6328,Punjab,Agriculture,Female,Graduate,17,34423,18500,-15923,-86.07,False,32000,-2423,-7.57
6329,West Bengal,Agriculture,Male,10th Pass,28,19095,20400,1305,6.4,True,14000,-5095,-36.39
6330,Rajasthan,Textiles,Female,12th Pass,33,22966,19500,-3466,-17.77,False,18000,-4966,-27.59
6331,Punjab,Construction,Male,Diploma,10,22285,18500,-3785,-20.46,False,22000,-285,-1.3
6332,Haryana,Retail,Male,Illiterate,6,7669,20400,12731,62.41,True,7000,-669,-9.56
6333,Uttar Pradesh,Agriculture,Male,12th Pass,33,27891,19500,-8391,-43.03,False,18000,-9891,-54.95
6334,Haryana,Manufacturing,Male,12th Pass,1,16544,20400,3856,18.9,True,18000,1456,8.09
6335,Gujarat,Agriculture,Male,10th Pass,4,13614,21600,7986,36.97,True,14000,386,2.76
6336,Uttar Pradesh,Retail,Male,12th Pass,34,29905,19500,-10405,-53.36,False,18000,-11905,-66.14
6337,Rajasthan,Manufacturing,Female,Diploma,4,20750,19500,-1250,-6.41,False,22000,1250,5.68
6338,Tamil Nadu,Machinery,Male,10th Pass,15,15938,18000,2062,11.46,True,14000,-1938,-13.84
6339,Tamil Nadu,Chemicals,Male,Illiterate,17,10266,18000,7734,42.97,True,7000,-3266,-46.66
6340,Tamil Nadu,Food Processing,Male,Post-Graduate,11,53480,18000,-35480,-197.11,False,45000,-8480,-18.84
6341,Rajasthan,Agriculture,Male,12th Pass,1,16699,19500,2801,14.36,True,18000,1301,7.23
6342,Punjab,IT Services,Male,12th Pass,23,20107,18500,-1607,-8.69,False,18000,-2107,-11.71
6343,Odisha,Manufacturing,Male,5th Pass,32,17542,17500,-42,-0.24,False,9000,-8542,-94.91
6344,Haryana,Agriculture,Female,10th Pass,4,14697,20400,5703,27.96,True,14000,-697,-4.98
6345,Madhya Pradesh,IT Services,Male,10th Pass,33,21131,18000,-3131,-17.39,False,14000,-7131,-50.94
6346,Haryana,Construction,Female,5th Pass,34,17772,20400,2628,12.88,True,9000,-8772,-97.47
6347,Karnataka,Textiles,Male,10th Pass,17,15850,21600,5750,26.62,True,14000,-1850,-13.21
6348,Rajasthan,Metals,Male,10th Pass,11,18520,19500,980,5.03,True,14000,-4520,-32.29
6349,Maharashtra,Retail,Male,12th Pass,5,16525,20400,3875,19.0,True,18000,1475,8.19
6350,Maharashtra,Food Processing,Female,12th Pass,22,22182,20400,-1782,-8.74,False,18000,-4182,-23.23
6351,Uttar Pradesh,Agriculture,Male,Post-Graduate,26,44266,19500,-24766,-127.01,False,45000,734,1.63
6352,Maharashtra,Machinery,Female,Graduate,4,25776,20400,-5376,-26.35,False,32000,6224,19.45
6353,Rajasthan,Silk,Female,Diploma,21,28666,19500,-9166,-47.01,False,22000,-6666,-30.3
6354,Uttar Pradesh,Mining,Male,Illiterate,18,12352,19500,7148,36.66,True,7000,-5352,-76.46
6355,West Bengal,Small Manufacturing,Female,10th Pass,29,21058,20400,-658,-3.23,False,14000,-7058,-50.41
6356,Maharashtra,Construction,Female,10th Pass,28,16101,20400,4299,21.07,True,14000,-2101,-15.01
6357,Madhya Pradesh,Agriculture,Female,10th Pass,9,14861,18000,3139,17.44,True,14000,-861,-6.15
6358,Telangana,Machinery,Male,10th Pass,15,20988,19500,-1488,-7.63,False,14000,-6988,-49.91
6359,Tamil Nadu,Services,Female,12th Pass,4,17304,18000,696,3.87,True,18000,696,3.87
6360,Rajasthan,Chemicals,Male,5th Pass,11,12925,19500,6575,33.72,True,9000,-3925,-43.61
6361,Punjab,Agriculture,Female,10th Pass,7,13692,18500,4808,25.99,True,14000,308,2.2
6362,Uttar Pradesh,IT Services,Male,10th Pass,34,26840,19500,-7340,-37.64,False,14000,-12840,-91.71
6363,Tamil Nadu,Manufacturing,Male,10th Pass,27,22238,18000,-4238,-23.54,False,14000,-8238,-58.84
6364,Uttar Pradesh,IT Services,Female,Illiterate,5,7586,19500,11914,61.1,True,7000,-586,-8.37
6365,Rajasthan,Metals,Male,Diploma,1,23340,19500,-3840,-19.69,False,22000,-1340,-6.09
6366,Gujarat,IT Services,Male,10th Pass,23,21510,21600,90,0.42,True,14000,-7510,-53.64
6367,Tamil Nadu,Textiles,Male,10th Pass,17,21231,18000,-3231,-17.95,False,14000,-7231,-51.65
6368,Gujarat,Services,Male,Diploma,26,32681,21600,-11081,-51.3,False,22000,-10681,-48.55
6369,Odisha,Metals,Female,12th Pass,32,23969,17500,-6469,-36.97,False,18000,-5969,-33.16
6370,Rajasthan,Services,Male,12th Pass,14,18290,19500,1210,6.21,True,18000,-290,-1.61
6371,Tamil Nadu,IT Services,Male,Diploma,6,19815,18000,-1815,-10.08,False,22000,2185,9.93
6372,Karnataka,Metals,Male,10th Pass,26,20556,21600,1044,4.83,True,14000,-6556,-46.83
6373,Punjab,Agriculture,Female,10th Pass,24,18682,18500,-182,-0.98,False,14000,-4682,-33.44
6374,West Bengal,Agriculture,Female,Diploma,24,22610,20400,-2210,-10.83,False,22000,-610,-2.77
6375,Gujarat,Retail,Male,12th Pass,18,23998,21600,-2398,-11.1,False,18000,-5998,-33.32
6376,Uttar Pradesh,Agriculture,Male,12th Pass,3,17456,19500,2044,10.48,True,18000,544,3.02
6377,Karnataka,Agriculture,Male,Illiterate,2,6298,21600,15302,70.84,True,7000,702,10.03
6378,Uttar Pradesh,IT Services,Male,10th Pass,6,14105,19500,5395,27.67,True,14000,-105,-0.75
6379,Uttar Pradesh,Chemicals,Male,5th Pass,31,15661,19500,3839,19.69,True,9000,-6661,-74.01
6380,Haryana,IT Services,Male,5th Pass,27,16457,20400,3943,19.33,True,9000,-7457,-82.86
6381,Uttar Pradesh,Services,Male,10th Pass,10,16269,19500,3231,16.57,True,14000,-2269,-16.21
6382,Odisha,Construction,Male,10th Pass,6,16085,17500,1415,8.09,True,14000,-2085,-14.89
6383,Uttar Pradesh,Silk,Male,10th Pass,10,14853,19500,4647,23.83,True,14000,-853,-6.09
6384,Uttar Pradesh,Machinery,Female,10th Pass,23,15153,19500,4347,22.29,True,14000,-1153,-8.24
6385,Uttar Pradesh,Silk,Female,12th Pass,10,19789,19500,-289,-1.48,False,18000,-1789,-9.94
6386,Rajasthan,Textiles,Male,5th Pass,6,10463,19500,9037,46.34,True,9000,-1463,-16.26
6387,Karnataka,Agriculture,Male,Diploma,16,25998,21600,-4398,-20.36,False,22000,-3998,-18.17
6388,Maharashtra,Textiles,Male,12th Pass,20,19776,20400,624,3.06,True,18000,-1776,-9.87
6389,Uttar Pradesh,Agriculture,Female,10th Pass,9,15848,19500,3652,18.73,True,14000,-1848,-13.2
6390,Tamil Nadu,Manufacturing,Male,10th Pass,20,19900,18000,-1900,-10.56,False,14000,-5900,-42.14
6391,Karnataka,Agriculture,Male,10th Pass,9,17377,21600,4223,19.55,True,14000,-3377,-24.12
6392,Maharashtra,Machinery,Male,5th Pass,14,14876,20400,5524,27.08,True,9000,-5876,-65.29
6393,Uttar Pradesh,Agriculture,Male,12th Pass,10,22887,19500,-3387,-17.37,False,18000,-4887,-27.15
6394,Telangana,Construction,Male,5th Pass,18,16935,19500,2565,13.15,True,9000,-7935,-88.17
6395,Haryana,Agriculture,Male,12th Pass,2,21271,20400,-871,-4.27,False,18000,-3271,-18.17
6396,Gujarat,Small Manufacturing,Female,12th Pass,21,21896,21600,-296,-1.37,False,18000,-3896,-21.64
6397,Tamil Nadu,Textiles,Female,12th Pass,18,17615,18000,385,2.14,True,18000,385,2.14
6398,Uttar Pradesh,Metals,Male,12th Pass,26,25292,19500,-5792,-29.7,False,18000,-7292,-40.51
6399,Chhattisgarh,Mining,Female,12th Pass,12,17304,22500,5196,23.09,True,18000,696,3.87
6400,West Bengal,Manufacturing,Male,12th Pass,11,20271,20400,129,0.63,True,18000,-2271,-12.62
6401,Gujarat,Small Manufacturing,Female,12th Pass,4,14394,21600,7206,33.36,True,18000,3606,20.03
6402,Odisha,Services,Male,10th Pass,17,21958,17500,-4458,-25.47,False,14000,-7958,-56.84
6403,Maharashtra,Agriculture,Female,10th Pass,28,19901,20400,499,2.45,True,14000,-5901,-42.15
6404,Telangana,Chemicals,Female,5th Pass,23,11849,19500,7651,39.24,True,9000,-2849,-31.66
6405,Telangana,Retail,Male,12th Pass,7,20646,19500,-1146,-5.88,False,18000,-2646,-14.7
6406,Karnataka,Construction,Male,5th Pass,15,15221,21600,6379,29.53,True,9000,-6221,-69.12
6407,Jharkhand,Machinery,Male,5th Pass,27,19007,17800,-1207,-6.78,False,9000,-10007,-111.19
6408,Uttar Pradesh,IT Services,Male,5th Pass,33,21022,19500,-1522,-7.81,False,9000,-12022,-133.58
6409,Maharashtra,Agriculture,Male,10th Pass,13,14639,20400,5761,28.24,True,14000,-639,-4.56
6410,Tamil Nadu,Manufacturing,Male,5th Pass,2,9025,18000,8975,49.86,True,9000,-25,-0.28
6411,Uttar Pradesh,Services,Female,Illiterate,2,6429,19500,13071,67.03,True,7000,571,8.16
6412,Madhya Pradesh,Agriculture,Male,12th Pass,9,23553,18000,-5553,-30.85,False,18000,-5553,-30.85
6413,Uttar Pradesh,IT Services,Female,Graduate,1,30897,19500,-11397,-58.45,False,32000,1103,3.45
6414,Maharashtra,Retail,Male,10th Pass,19,21081,20400,-681,-3.34,False,14000,-7081,-50.58
6415,Gujarat,Leather,Male,10th Pass,2,14216,21600,7384,34.19,True,14000,-216,-1.54
6416,Tamil Nadu,Textiles,Female,10th Pass,6,13782,18000,4218,23.43,True,14000,218,1.56
6417,Haryana,Leather,Female,10th Pass,31,23022,20400,-2622,-12.85,False,14000,-9022,-64.44
6418,Madhya Pradesh,Food Processing,Male,12th Pass,19,22298,18000,-4298,-23.88,False,18000,-4298,-23.88
6419,Madhya Pradesh,Machinery,Female,10th Pass,29,17629,18000,371,2.06,True,14000,-3629,-25.92
6420,Haryana,Agriculture,Male,12th Pass,1,15022,20400,5378,26.36,True,18000,2978,16.54
6421,Karnataka,Agriculture,Male,10th Pass,30,26216,21600,-4616,-21.37,False,14000,-12216,-87.26
6422,Tamil Nadu,Small Manufacturing,Male,5th Pass,6,11939,18000,6061,33.67,True,9000,-2939,-32.66
6423,Uttar Pradesh,Chemicals,Male,10th Pass,32,21535,19500,-2035,-10.44,False,14000,-7535,-53.82
6424,West Bengal,Textiles,Male,Illiterate,13,9486,20400,10914,53.5,True,7000,-2486,-35.51
6425,Haryana,IT Services,Male,Diploma,32,31803,20400,-11403,-55.9,False,22000,-9803,-44.56
6426,Haryana,Services,Female,5th Pass,8,9175,20400,11225,55.02,True,9000,-175,-1.94
6427,Karnataka,Agriculture,Female,10th Pass,16,17699,21600,3901,18.06,True,14000,-3699,-26.42
6428,Rajasthan,Manufacturing,Female,10th Pass,4,12571,19500,6929,35.53,True,14000,1429,10.21
6429,Uttar Pradesh,IT Services,Male,10th Pass,33,19675,19500,-175,-0.9,False,14000,-5675,-40.54
6430,Uttar Pradesh,Leather,Female,10th Pass,23,21249,19500,-1749,-8.97,False,14000,-7249,-51.78
6431,Karnataka,Agriculture,Male,10th Pass,17,17915,21600,3685,17.06,True,14000,-3915,-27.96
6432,Tamil Nadu,Textiles,Male,10th Pass,8,19576,18000,-1576,-8.76,False,14000,-5576,-39.83
