Worker_ID,Industry,Skill_Level,Education_Level,Experience_Years,Employment_Type,Contract_Type,Working_Hours_Per_Day,Overtime_Hours,Productivity_Score,Region_Type,State,Cost_of_Living_Index,Minimum_Wage_Legal,Law_Revision_Year,Enforcement_Level,Actual_Wage,Written_Contract,Fair_Wage_AI,Wage_Gap,Gap_Severity,Likely_Law_Gap
54320,Leather,Unskilled,Primary,13.0,Permanent,Verbal,,,78.0,Urban,Maharashtra,1.25,320.0,2016.0,Strong,423.0,No,757.0,334.0,Severe,Outdated minimum wage
54321,Silk,Unskilled,ITI,1.0,Permanent,Contractor,8.0,0.0,51.0,Urban,Maharashtra,1.25,409.0,2015.0,Weak,544.0,,651.0,107.0,Serious,Skill premium ignored
54322,Construction,Semi-skilled,ITI,2.0,Permanent,Written,11.0,3.0,89.0,Rural,Maharashtra,1.25,475.0,2013.0,Medium,511.0,Yes,872.0,361.0,Severe,Unpaid overtime
54323,Construction,Skilled,Diploma,2.0,Permanent,Verbal,8.0,0.0,74.0,Rural,Uttar Pradesh,0.85,,,,605.0,No,,,,
54324,Handloom Silk,Skilled,Secondary,10.0,Permanent,Verbal,12.0,4.0,63.0,Rural,Telangana,1.08,331.0,2015.0,Weak,516.0,No,655.0,139.0,Severe,Weak enforcement
54325,Construction,Skilled,Diploma,11.0,Permanent,Verbal,,,64.0,Urban,Gujarat,1.12,351.0,2015.0,Weak,575.0,No,715.0,140.0,Severe,Weak enforcement
54326,MSME Manufacturing,Skilled,Secondary,4.0,Permanent,Verbal,11.0,3.0,48.0,Rural,Uttar Pradesh,0.85,330.0,2015.0,Strong,373.0,No,438.0,65.0,Serious,Skill premium ignored
54327,Handloom Silk,Semi-skilled,ITI,14.0,Permanent,Daily,8.0,0.0,48.0,Urban,Karnataka,1.1,383.0,2019.0,Weak,395.0,No,708.0,313.0,Severe,Informal labor exclusion
54328,MSME Engineering,Unskilled,ITI,20.0,Contract,Written,9.0,1.0,74.0,Urban,West Bengal,1.05,563.0,2012.0,Medium,828.0,Yes,956.0,128.0,Severe,Contractor loophole
54329,Silk,Skilled,,,Contract,Written,11.0,3.0,51.0,Rural,Madhya Pradesh,0.88,372.0,2013.0,Strong,508.0,Yes,,,,
54330,Leather,Unskilled,Secondary,8.0,Permanent,Contractor,11.0,3.0,83.0,Rural,Madhya Pradesh,0.88,571.0,2018.0,Strong,421.0,,718.0,297.0,Severe,Contractor loophole
54331,Leather Tannery,Skilled,Secondary,15.0,Permanent,Written,8.0,0.0,79.0,Rural,Assam,0.78,,,,563.0,Yes,,,,
54332,Handloom Silk,Semi-skilled,Secondary,18.0,Permanent,Written,8.0,0.0,49.0,Urban,Karnataka,1.1,378.0,2018.0,Weak,516.0,Yes,749.0,233.0,Severe,Outdated minimum wage
54333,MSME Engineering,Semi-skilled,None,1.0,Permanent,Daily,8.0,0.0,67.0,Rural,Bihar,0.82,393.0,2010.0,Strong,320.0,No,460.0,140.0,Severe,Weak enforcement
54334,MSME Manufacturing,Skilled,Secondary,0.0,Permanent,Written,10.0,2.0,69.0,Rural,Madhya Pradesh,0.88,,,,576.0,Yes,,,,
54335,Construction,,ITI,15.0,Contract,Verbal,9.0,1.0,,Rural,Telangana,1.08,567.0,2019.0,Medium,630.0,No,,,,
54336,Handloom Silk,Unskilled,Secondary,17.0,Permanent,Verbal,10.0,2.0,54.0,Rural,Madhya Pradesh,0.88,304.0,2016.0,Strong,308.0,No,512.0,204.0,Severe,Informal labor exclusion
54337,Textile (Powerloom),Skilled,Primary,8.0,Permanent,Daily,9.0,1.0,58.0,Rural,Madhya Pradesh,0.88,567.0,2010.0,Strong,600.0,No,715.0,115.0,Serious,Skill premium ignored
54338,Handloom Silk,,Primary,10.0,Contract,Verbal,8.0,0.0,,Rural,Bihar,0.82,,,,335.0,No,,,,
54339,Construction,Semi-skilled,Secondary,16.0,Permanent,Contractor,8.0,0.0,56.0,Rural,Bihar,0.82,,,,430.0,,,,,
54340,MSME Manufacturing,Skilled,Secondary,17.0,Permanent,Contractor,11.0,3.0,88.0,Rural,Assam,0.78,566.0,2020.0,Medium,664.0,,750.0,86.0,Serious,Skill premium ignored
54341,Leather Tannery,Unskilled,Diploma,17.0,Permanent,Daily,8.0,0.0,80.0,Rural,Assam,0.78,,,,639.0,No,,,,
54342,Handloom Silk,Skilled,None,,Contract,Contractor,8.0,0.0,92.0,Rural,Karnataka,1.1,511.0,2018.0,Strong,440.0,,,,,
54343,MSME Manufacturing,Skilled,,9.0,Contract,Contractor,11.0,3.0,89.0,Rural,Assam,0.78,379.0,2019.0,Strong,468.0,,543.0,75.0,Serious,Skill premium ignored
54344,Construction,Semi-skilled,None,6.0,Contract,Written,9.0,1.0,93.0,Rural,Madhya Pradesh,0.88,315.0,2010.0,Medium,441.0,Yes,515.0,74.0,Serious,Skill premium ignored
54345,Handloom Silk,Skilled,Secondary,16.0,Contract,Written,9.0,1.0,86.0,Rural,Uttar Pradesh,0.85,468.0,2020.0,Strong,527.0,Yes,722.0,195.0,Severe,Weak enforcement
54346,MSME Engineering,Unskilled,Secondary,1.0,Permanent,Daily,10.0,2.0,83.0,Rural,Uttar Pradesh,0.85,377.0,2013.0,Weak,415.0,No,470.0,55.0,Serious,Skill premium ignored
54347,Handloom Silk,,,,Contract,Daily,8.0,0.0,,Urban,Gujarat,1.12,453.0,2015.0,Weak,600.0,No,,,,
54348,Handloom Silk,Semi-skilled,None,0.0,Permanent,Daily,9.0,1.0,56.0,Urban,Maharashtra,1.25,331.0,2019.0,Medium,368.0,No,585.0,217.0,Severe,Unpaid overtime
54349,Leather,Unskilled,Diploma,12.0,Contract,Contractor,11.0,3.0,59.0,Urban,Tamil Nadu,1.15,575.0,2013.0,Strong,545.0,,934.0,389.0,Severe,Informal labor exclusion
54350,MSME Manufacturing,Skilled,Secondary,13.0,Contract,Verbal,,,51.0,Rural,Uttar Pradesh,0.85,486.0,2013.0,Medium,525.0,No,652.0,127.0,Severe,Informal labor exclusion
54351,Construction,,ITI,1.0,Contract,Contractor,11.0,3.0,,Rural,Madhya Pradesh,0.88,556.0,2019.0,Weak,475.0,,,,,
54352,MSME Manufacturing,Skilled,,7.0,Contract,Daily,11.0,3.0,82.0,Rural,Tamil Nadu,1.15,367.0,2010.0,Medium,630.0,No,748.0,118.0,Serious,Skill premium ignored
54353,Handloom Silk,Skilled,Primary,20.0,Permanent,Daily,8.0,0.0,70.0,Urban,Tamil Nadu,1.15,465.0,2013.0,Strong,829.0,No,983.0,154.0,Severe,Weak enforcement
54354,MSME Manufacturing,Skilled,Primary,9.0,Contract,Contractor,10.0,2.0,61.0,Rural,Madhya Pradesh,0.88,,,,561.0,,,,,
54355,Leather Tannery,Skilled,Primary,5.0,Permanent,Verbal,9.0,1.0,47.0,Rural,Maharashtra,1.25,340.0,2020.0,Strong,384.0,No,667.0,283.0,Severe,Weak enforcement
54356,Construction,Unskilled,,3.0,Contract,Daily,9.0,1.0,54.0,Urban,Telangana,1.08,500.0,2015.0,Weak,507.0,No,689.0,182.0,Severe,Outdated minimum wage
54357,Leather,Unskilled,Primary,5.0,Permanent,Verbal,11.0,3.0,53.0,Urban,Telangana,1.08,433.0,2012.0,Strong,372.0,No,636.0,264.0,Severe,Unpaid overtime
54358,Handloom Silk,Semi-skilled,Primary,15.0,Permanent,Contractor,10.0,2.0,90.0,Rural,Uttar Pradesh,0.85,,,,404.0,,,,,
54359,Leather Tannery,Skilled,Primary,15.0,Permanent,Contractor,8.0,0.0,72.0,Rural,Telangana,1.08,449.0,2010.0,Weak,706.0,,856.0,150.0,Severe,Unpaid overtime
54360,Leather Tannery,,Diploma,19.0,Contract,Daily,10.0,2.0,,Rural,Madhya Pradesh,0.88,,,,480.0,No,,,,
54361,Textile (Powerloom),Skilled,None,4.0,Permanent,Written,8.0,0.0,69.0,Rural,Madhya Pradesh,0.88,,,,330.0,Yes,,,,
54362,Silk,Semi-skilled,Primary,15.0,Contract,Daily,11.0,3.0,46.0,Rural,Uttar Pradesh,0.85,466.0,2018.0,Medium,418.0,No,623.0,205.0,Severe,Informal labor exclusion
54363,Textile (Powerloom),Skilled,Secondary,17.0,Permanent,Written,10.0,2.0,65.0,Rural,West Bengal,1.05,395.0,2013.0,Weak,653.0,Yes,782.0,129.0,Severe,Unpaid overtime
54364,Silk,,None,9.0,Contract,Contractor,11.0,3.0,,Urban,Tamil Nadu,1.15,521.0,2015.0,Medium,293.0,,,,,
54365,Leather,,,9.0,Contract,Written,10.0,2.0,,Rural,Tamil Nadu,1.15,,,,291.0,Yes,,,,
54366,Leather Tannery,Skilled,Primary,12.0,Permanent,Written,8.0,0.0,49.0,Urban,Gujarat,1.12,431.0,2012.0,Strong,675.0,Yes,782.0,107.0,Serious,Skill premium ignored
54367,MSME Engineering,Skilled,Primary,4.0,Permanent,Written,11.0,3.0,93.0,Rural,Madhya Pradesh,0.88,,,,255.0,Yes,,,,
54368,Construction,Semi-skilled,Primary,0.0,Permanent,Verbal,8.0,0.0,78.0,Rural,Assam,0.78,,,,389.0,No,,,,
54369,Leather,Unskilled,,2.0,Contract,Daily,10.0,2.0,63.0,Rural,Gujarat,1.12,449.0,2020.0,Medium,405.0,No,666.0,261.0,Severe,Contractor loophole
54370,MSME Engineering,,,0.0,Contract,Written,11.0,3.0,,Urban,Tamil Nadu,1.15,503.0,2019.0,Strong,469.0,Yes,,,,
54371,Construction,Skilled,None,3.0,Permanent,Written,8.0,0.0,54.0,Urban,Telangana,1.08,516.0,2012.0,Medium,576.0,Yes,760.0,184.0,Severe,Unpaid overtime
54372,Handloom Silk,Skilled,ITI,18.0,Contract,Daily,10.0,2.0,63.0,Rural,Karnataka,1.1,471.0,2013.0,Weak,669.0,No,909.0,240.0,Severe,Informal labor exclusion
54373,Silk,,Diploma,9.0,Contract,Written,11.0,3.0,,Urban,Maharashtra,1.25,413.0,2016.0,Medium,574.0,Yes,,,,
54374,Leather,Semi-skilled,,4.0,Contract,Daily,9.0,1.0,90.0,Urban,Telangana,1.08,439.0,2016.0,Medium,453.0,No,738.0,285.0,Severe,Unpaid overtime
54375,Silk,Unskilled,Diploma,4.0,Permanent,Verbal,12.0,4.0,84.0,Urban,Telangana,1.08,519.0,2015.0,Strong,660.0,No,785.0,125.0,Severe,Unpaid overtime
54376,Leather,Unskilled,None,,Permanent,Contractor,8.0,0.0,88.0,Rural,Assam,0.78,515.0,2019.0,Medium,628.0,,,,,
54377,Leather Tannery,Skilled,Secondary,18.0,Contract,Verbal,8.0,0.0,57.0,Rural,Karnataka,1.1,,,,415.0,No,,,,
54378,Textile (Powerloom),Skilled,Secondary,9.0,Permanent,Written,10.0,2.0,73.0,Urban,West Bengal,1.05,376.0,2019.0,Medium,587.0,Yes,695.0,108.0,Serious,Skill premium ignored
54379,Construction,Unskilled,Secondary,17.0,Permanent,Written,9.0,1.0,46.0,Rural,Madhya Pradesh,0.88,391.0,2015.0,Medium,441.0,Yes,574.0,133.0,Severe,Contractor loophole
54380,MSME Manufacturing,Unskilled,ITI,13.0,Permanent,Verbal,,,61.0,Urban,Gujarat,1.12,368.0,2019.0,Medium,538.0,No,694.0,156.0,Severe,Informal labor exclusion
54381,Leather,Unskilled,Primary,4.0,Permanent,Written,10.0,2.0,88.0,Rural,Uttar Pradesh,0.85,,,,488.0,Yes,,,,
54382,Handloom Silk,Unskilled,None,8.0,Permanent,Daily,10.0,2.0,92.0,Urban,Tamil Nadu,1.15,531.0,2015.0,Weak,623.0,No,914.0,291.0,Severe,Contractor loophole
54383,Leather,,,7.0,Contract,Verbal,11.0,3.0,,Rural,Tamil Nadu,1.15,464.0,2012.0,Strong,648.0,No,,,,
54384,Leather,Skilled,Secondary,14.0,Permanent,Written,10.0,2.0,76.0,Rural,Madhya Pradesh,0.88,,,,413.0,Yes,,,,
54385,Handloom Silk,Skilled,None,2.0,Permanent,Daily,11.0,3.0,72.0,Rural,Uttar Pradesh,0.85,549.0,2020.0,Strong,500.0,No,648.0,148.0,Severe,Outdated minimum wage
54386,MSME Engineering,Skilled,ITI,12.0,Permanent,Verbal,11.0,3.0,54.0,Rural,Madhya Pradesh,0.88,,,,343.0,No,,,,
54387,Leather Tannery,,Secondary,15.0,Contract,Contractor,11.0,3.0,,Rural,Maharashtra,1.25,427.0,2015.0,Weak,341.0,,,,,
54388,Textile (Powerloom),Semi-skilled,Secondary,16.0,Permanent,Daily,10.0,2.0,47.0,Rural,Madhya Pradesh,0.88,,,,516.0,No,,,,
54389,Leather Tannery,Skilled,ITI,19.0,Permanent,Verbal,8.0,0.0,84.0,Rural,Madhya Pradesh,0.88,554.0,2018.0,Weak,550.0,No,846.0,296.0,Severe,Unpaid overtime
54390,MSME Manufacturing,Semi-skilled,ITI,15.0,Permanent,Written,8.0,0.0,76.0,Rural,Bihar,0.82,,,,444.0,Yes,,,,
54391,Construction,Skilled,Diploma,20.0,Contract,Contractor,11.0,3.0,74.0,Rural,Uttar Pradesh,0.85,,,,352.0,,,,,
54392,MSME Engineering,Skilled,Diploma,16.0,Permanent,Contractor,8.0,0.0,95.0,Rural,West Bengal,1.05,,,,572.0,,,,,
54393,Construction,,,2.0,Contract,Contractor,9.0,1.0,,Urban,Tamil Nadu,1.15,354.0,2012.0,Weak,596.0,,,,,
54394,Handloom Silk,Unskilled,None,4.0,Permanent,Written,9.0,1.0,57.0,Rural,Karnataka,1.1,,,,556.0,Yes,,,,
54395,Textile (Powerloom),Skilled,,4.0,Contract,Written,9.0,1.0,88.0,Urban,Telangana,1.08,383.0,2013.0,Medium,483.0,Yes,700.0,217.0,Severe,Contractor loophole
54396,Leather,,None,10.0,Contract,Daily,11.0,3.0,,Rural,Uttar Pradesh,0.85,384.0,2015.0,Strong,312.0,No,,,,
54397,Textile (Powerloom),,None,,Contract,Verbal,,,,Rural,Uttar Pradesh,0.85,425.0,2020.0,Medium,,No,,,,
54398,MSME Engineering,,Secondary,2.0,Contract,Daily,8.0,0.0,,Rural,Uttar Pradesh,0.85,351.0,2019.0,Medium,431.0,No,,,,
54399,MSME Manufacturing,Skilled,ITI,13.0,Permanent,Verbal,9.0,1.0,75.0,Rural,Karnataka,1.1,585.0,2018.0,Strong,656.0,No,1006.0,350.0,Severe,Weak enforcement
54400,MSME Engineering,,,8.0,Contract,Daily,11.0,3.0,,Rural,Gujarat,1.12,461.0,2010.0,Medium,471.0,No,,,,
54401,Handloom Silk,Unskilled,Diploma,19.0,Contract,Daily,11.0,3.0,94.0,Rural,West Bengal,1.05,529.0,2016.0,Medium,774.0,No,952.0,178.0,Severe,Unpaid overtime
54402,Construction,,None,,Contract,Daily,11.0,3.0,,Rural,Tamil Nadu,1.15,,,,374.0,No,,,,
54403,Construction,Skilled,None,5.0,Contract,Contractor,10.0,2.0,92.0,Rural,Maharashtra,1.25,567.0,2013.0,Medium,849.0,,1063.0,214.0,Severe,Outdated minimum wage
54404,Construction,,Diploma,14.0,Contract,Written,10.0,2.0,,Rural,Telangana,1.08,454.0,2012.0,Strong,396.0,Yes,,,,
54405,MSME Engineering,Unskilled,Secondary,6.0,Contract,Verbal,11.0,3.0,52.0,Urban,Gujarat,1.12,399.0,2016.0,Strong,375.0,No,630.0,255.0,Severe,Unpaid overtime
54406,Construction,Unskilled,Secondary,9.0,Contract,Daily,9.0,1.0,89.0,Rural,Uttar Pradesh,0.85,,,,315.0,No,,,,
54407,Leather Tannery,,Primary,9.0,Contract,Verbal,8.0,0.0,,Rural,Assam,0.78,516.0,2015.0,Medium,515.0,No,,,,
54408,Construction,Skilled,ITI,7.0,Permanent,Written,10.0,2.0,67.0,Rural,West Bengal,1.05,369.0,2010.0,Strong,572.0,Yes,654.0,82.0,Serious,Skill premium ignored
54409,Leather,,Diploma,5.0,Contract,Verbal,10.0,2.0,,Urban,West Bengal,1.05,333.0,2019.0,Strong,516.0,No,,,,
54410,Textile (Powerloom),Unskilled,Diploma,0.0,Contract,Daily,9.0,1.0,76.0,Rural,Bihar,0.82,363.0,2019.0,Strong,374.0,No,422.0,48.0,Mild,Acceptable compliance
54411,MSME Manufacturing,Unskilled,,8.0,Contract,Contractor,10.0,2.0,92.0,Urban,Karnataka,1.1,483.0,2013.0,Weak,452.0,,821.0,369.0,Severe,Contractor loophole
54412,Handloom Silk,Unskilled,ITI,13.0,Permanent,Written,9.0,1.0,79.0,Rural,West Bengal,1.05,,,,334.0,Yes,,,,
54413,Leather,,Diploma,6.0,Contract,Written,11.0,3.0,,Rural,Madhya Pradesh,0.88,,,,639.0,Yes,,,,
54414,Leather Tannery,Skilled,Primary,5.0,Permanent,Written,8.0,0.0,83.0,Urban,West Bengal,1.05,340.0,2019.0,Weak,384.0,Yes,636.0,252.0,Severe,Unpaid overtime
54415,Silk,,,4.0,Contract,Verbal,12.0,4.0,,Urban,Gujarat,1.12,402.0,2012.0,Medium,311.0,No,,,,
54416,Leather Tannery,Skilled,Diploma,3.0,Permanent,Written,8.0,0.0,66.0,Rural,Uttar Pradesh,0.85,358.0,2010.0,Weak,368.0,Yes,484.0,116.0,Serious,Skill premium ignored
54417,Construction,,,8.0,Contract,Written,10.0,2.0,,Rural,Maharashtra,1.25,,,,328.0,Yes,,,,
54418,MSME Manufacturing,,ITI,7.0,Contract,Daily,10.0,2.0,,Rural,Madhya Pradesh,0.88,,,,639.0,No,,,,
54419,MSME Engineering,Semi-skilled,None,8.0,Permanent,Verbal,9.0,1.0,84.0,Rural,Madhya Pradesh,0.88,468.0,2013.0,Weak,388.0,No,652.0,264.0,Severe,Contractor loophole
54420,Construction,Semi-skilled,ITI,12.0,Permanent,Daily,8.0,0.0,69.0,Rural,Maharashtra,1.25,,,,342.0,No,,,,
54421,MSME Manufacturing,,ITI,15.0,Contract,Verbal,8.0,0.0,,Urban,Karnataka,1.1,541.0,2015.0,Strong,633.0,No,,,,
54422,Leather,Unskilled,ITI,10.0,Permanent,Verbal,11.0,3.0,59.0,Rural,West Bengal,1.05,489.0,2012.0,Weak,428.0,No,742.0,314.0,Severe,Unpaid overtime
54423,Handloom Silk,Skilled,Diploma,11.0,Permanent,Written,8.0,0.0,57.0,Rural,Bihar,0.82,593.0,2010.0,Weak,510.0,Yes,710.0,200.0,Severe,Informal labor exclusion
54424,Silk,Semi-skilled,,,Contract,Daily,11.0,3.0,84.0,Rural,Assam,0.78,,,,488.0,No,,,,
54425,Leather Tannery,Skilled,None,5.0,Permanent,Contractor,11.0,3.0,48.0,Urban,Maharashtra,1.25,547.0,2020.0,Medium,805.0,,928.0,123.0,Severe,Informal labor exclusion
54426,MSME Engineering,,Secondary,0.0,Contract,Written,11.0,3.0,,Rural,Assam,0.78,513.0,2018.0,Medium,527.0,Yes,,,,
54427,MSME Engineering,Unskilled,None,,Permanent,Written,11.0,3.0,78.0,Urban,Karnataka,1.1,433.0,2020.0,Strong,340.0,Yes,,,,
54428,Leather Tannery,Skilled,Primary,12.0,Contract,Daily,9.0,1.0,77.0,Rural,Tamil Nadu,1.15,462.0,2018.0,Weak,516.0,No,903.0,387.0,Severe,Unpaid overtime
54429,Leather,Skilled,,4.0,Contract,Daily,8.0,0.0,45.0,Rural,Madhya Pradesh,0.88,,,,602.0,No,,,,
54430,MSME Engineering,,,,Contract,Written,10.0,2.0,,Urban,West Bengal,1.05,409.0,2013.0,Medium,648.0,Yes,,,,
54431,Textile (Powerloom),,None,7.0,Contract,Written,9.0,1.0,,Rural,Tamil Nadu,1.15,337.0,2020.0,Weak,639.0,Yes,,,,
54432,Leather,Semi-skilled,None,7.0,Contract,Daily,9.0,1.0,67.0,Rural,Assam,0.78,,,,450.0,No,,,,
54433,MSME Manufacturing,Semi-skilled,,4.0,Contract,Contractor,10.0,2.0,72.0,Rural,Assam,0.78,,,,429.0,,,,,
54434,Leather,,,7.0,Contract,Daily,8.0,0.0,,Rural,Madhya Pradesh,0.88,424.0,2018.0,Weak,354.0,No,,,,
54435,Handloom Silk,Skilled,ITI,4.0,Permanent,Contractor,11.0,3.0,77.0,Urban,Maharashtra,1.25,379.0,2015.0,Weak,727.0,,778.0,51.0,Serious,Skill premium ignored
54436,Handloom Silk,Semi-skilled,None,,Permanent,Contractor,9.0,1.0,80.0,Rural,Maharashtra,1.25,463.0,2016.0,Medium,435.0,,,,,
54437,Handloom Silk,Semi-skilled,,7.0,Contract,Written,9.0,1.0,54.0,Rural,Bihar,0.82,502.0,2012.0,Weak,483.0,Yes,578.0,95.0,Serious,Skill premium ignored
54438,Textile (Powerloom),Skilled,,,Contract,Contractor,8.0,0.0,87.0,Rural,Madhya Pradesh,0.88,,,,395.0,,,,,
54439,Leather Tannery,Skilled,ITI,0.0,Permanent,Daily,10.0,2.0,59.0,Rural,Telangana,1.08,420.0,2013.0,Medium,458.0,No,635.0,177.0,Severe,Informal labor exclusion
54440,MSME Manufacturing,,Primary,1.0,Contract,Verbal,12.0,4.0,,Rural,Tamil Nadu,1.15,,,,640.0,No,,,,
54441,Handloom Silk,Semi-skilled,Primary,18.0,Permanent,Written,8.0,0.0,67.0,Urban,Maharashtra,1.25,323.0,2010.0,Strong,585.0,Yes,827.0,242.0,Severe,Unpaid overtime
54442,MSME Engineering,Skilled,Primary,1.0,Permanent,Written,8.0,0.0,55.0,Rural,Madhya Pradesh,0.88,564.0,2010.0,Strong,366.0,Yes,645.0,279.0,Severe,Unpaid overtime
54443,Leather Tannery,Semi-skilled,Primary,18.0,Permanent,Contractor,10.0,2.0,46.0,Rural,West Bengal,1.05,,,,486.0,,,,,
54444,MSME Manufacturing,Skilled,None,7.0,Permanent,Daily,8.0,0.0,60.0,Rural,Tamil Nadu,1.15,,,,382.0,No,,,,
54445,MSME Engineering,Unskilled,None,7.0,Contract,Verbal,,,95.0,Rural,Telangana,1.08,505.0,2015.0,Strong,682.0,No,826.0,144.0,Severe,Informal labor exclusion
54446,Textile (Powerloom),Skilled,,,Contract,Contractor,11.0,3.0,62.0,Rural,Madhya Pradesh,0.88,,,,316.0,,,,,
54447,Leather Tannery,Semi-skilled,ITI,10.0,Permanent,Verbal,11.0,3.0,66.0,Urban,Gujarat,1.12,506.0,2012.0,Medium,650.0,No,854.0,204.0,Severe,Unpaid overtime
54448,MSME Manufacturing,,,,Contract,Contractor,9.0,1.0,,Urban,Tamil Nadu,1.15,374.0,2012.0,Strong,497.0,,,,,
54449,Silk,Semi-skilled,Primary,11.0,Contract,Daily,11.0,3.0,78.0,Urban,Karnataka,1.1,378.0,2020.0,Weak,613.0,No,735.0,122.0,Severe,Informal labor exclusion
54450,MSME Engineering,Unskilled,ITI,12.0,Contract,Daily,8.0,0.0,53.0,Rural,Karnataka,1.1,,,,328.0,No,,,,
54451,Textile (Powerloom),Semi-skilled,Diploma,1.0,Contract,Contractor,10.0,2.0,55.0,Rural,Madhya Pradesh,0.88,,,,544.0,,,,,
54452,Textile (Powerloom),,None,,Contract,Written,11.0,3.0,,Urban,Gujarat,1.12,492.0,2012.0,Weak,298.0,Yes,,,,
54453,Textile (Powerloom),Semi-skilled,None,4.0,Permanent,Verbal,8.0,0.0,49.0,Rural,Madhya Pradesh,0.88,470.0,2010.0,Medium,463.0,No,557.0,94.0,Serious,Skill premium ignored
54454,Leather,Skilled,ITI,0.0,Permanent,Contractor,9.0,1.0,68.0,Rural,Karnataka,1.1,403.0,2013.0,Weak,603.0,,647.0,44.0,Mild,Acceptable compliance
54455,Construction,Unskilled,ITI,1.0,Permanent,Contractor,9.0,1.0,60.0,Rural,Bihar,0.82,421.0,2013.0,Medium,331.0,,451.0,120.0,Serious,Skill premium ignored
54456,MSME Engineering,Unskilled,Secondary,5.0,Contract,Contractor,11.0,3.0,51.0,Rural,Assam,0.78,548.0,2016.0,Strong,445.0,,546.0,101.0,Serious,Skill premium ignored
54457,Textile (Powerloom),Semi-skilled,ITI,4.0,Permanent,Contractor,8.0,0.0,94.0,Rural,Madhya Pradesh,0.88,,,,304.0,,,,,
54458,Construction,Semi-skilled,Diploma,18.0,Permanent,Daily,11.0,3.0,53.0,Urban,Karnataka,1.1,468.0,2012.0,Weak,672.0,No,856.0,184.0,Severe,Outdated minimum wage
54459,Leather,Unskilled,Diploma,0.0,Permanent,Contractor,11.0,3.0,95.0,Urban,Gujarat,1.12,542.0,2015.0,Medium,564.0,,819.0,255.0,Severe,Unpaid overtime
54460,MSME Engineering,Skilled,Diploma,13.0,Permanent,Written,9.0,1.0,70.0,Rural,Tamil Nadu,1.15,467.0,2018.0,Strong,777.0,Yes,905.0,128.0,Severe,Weak enforcement
54461,MSME Manufacturing,Skilled,Diploma,13.0,Permanent,Daily,10.0,2.0,51.0,Rural,Gujarat,1.12,,,,585.0,No,,,,
54462,Leather,Skilled,ITI,7.0,Permanent,Contractor,9.0,1.0,92.0,Rural,Uttar Pradesh,0.85,,,,501.0,,,,,
54463,Leather,Semi-skilled,Diploma,0.0,Permanent,Contractor,9.0,1.0,92.0,Rural,Uttar Pradesh,0.85,345.0,2010.0,Strong,379.0,,470.0,91.0,Serious,Skill premium ignored
54464,Handloom Silk,,None,,Contract,Written,8.0,0.0,,Urban,Karnataka,1.1,301.0,2015.0,Strong,465.0,Yes,,,,
54465,MSME Engineering,,,6.0,Contract,Contractor,8.0,0.0,,Rural,Karnataka,1.1,538.0,2015.0,Strong,478.0,,,,,
54466,Handloom Silk,Unskilled,Diploma,11.0,Permanent,Written,11.0,3.0,93.0,Rural,Bihar,0.82,,,,544.0,Yes,,,,
54467,MSME Manufacturing,Unskilled,Primary,12.0,Contract,Written,9.0,1.0,72.0,Rural,West Bengal,1.05,446.0,2015.0,Weak,534.0,Yes,745.0,211.0,Severe,Contractor loophole
54468,MSME Manufacturing,Skilled,ITI,17.0,Permanent,Contractor,11.0,3.0,46.0,Rural,Telangana,1.08,,,,467.0,,,,,
54469,MSME Engineering,,Secondary,3.0,Contract,Verbal,,,,Urban,Maharashtra,1.25,455.0,2012.0,Medium,,No,,,,
54470,Textile (Powerloom),Unskilled,Primary,13.0,Contract,Daily,8.0,0.0,89.0,Rural,Maharashtra,1.25,320.0,2020.0,Medium,471.0,No,785.0,314.0,Severe,Weak enforcement
54471,MSME Manufacturing,Semi-skilled,Secondary,13.0,Permanent,Verbal,,,51.0,Rural,Tamil Nadu,1.15,514.0,2018.0,Weak,725.0,No,886.0,161.0,Severe,Unpaid overtime
54472,MSME Engineering,Unskilled,,2.0,Contract,Written,11.0,3.0,87.0,Rural,Karnataka,1.1,383.0,2012.0,Strong,389.0,Yes,634.0,245.0,Severe,Weak enforcement
54473,MSME Manufacturing,Skilled,Diploma,16.0,Permanent,Contractor,10.0,2.0,89.0,Rural,Karnataka,1.1,527.0,2013.0,Medium,559.0,,1006.0,447.0,Severe,Informal labor exclusion
54474,MSME Manufacturing,Semi-skilled,Diploma,9.0,Permanent,Verbal,10.0,2.0,48.0,Rural,Uttar Pradesh,0.85,526.0,2019.0,Strong,378.0,No,626.0,248.0,Severe,Unpaid overtime
54475,MSME Manufacturing,Skilled,Primary,9.0,Permanent,Written,11.0,3.0,69.0,Rural,Telangana,1.08,315.0,2010.0,Medium,496.0,Yes,640.0,144.0,Severe,Contractor loophole
54476,Silk,Skilled,None,2.0,Permanent,Written,10.0,2.0,89.0,Rural,Madhya Pradesh,0.88,,,,530.0,Yes,,,,
54477,Leather,Unskilled,,4.0,Contract,Daily,10.0,2.0,87.0,Rural,Uttar Pradesh,0.85,,,,498.0,No,,,,
54478,Silk,Semi-skilled,None,10.0,Permanent,Daily,11.0,3.0,71.0,Urban,Tamil Nadu,1.15,318.0,2016.0,Strong,628.0,No,672.0,44.0,Mild,Acceptable compliance
54479,MSME Manufacturing,Unskilled,Secondary,15.0,Permanent,Written,9.0,1.0,81.0,Urban,Maharashtra,1.25,349.0,2016.0,Strong,492.0,Yes,826.0,334.0,Severe,Outdated minimum wage
